query	subject	identity	alignment_length	mismatches	gap_opens	q_start	q_end	s_start	s_end	evalue	bit_score	query_key	subject_key	q_strand	s_strand	SAMPLE.TUMOR	CHROM	start_position	end_position
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	197	200	168	171	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	5	8	169	172	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	72	75	169	172	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	65	68	170	173	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	129	132	170	173	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	128	131	172	175	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	136	139	172	175	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	188	191	172	175	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	6	9	173	176	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	73	76	173	176	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	71	74	177	180	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	34	37	178	181	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	18	21	182	185	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	145	148	183	186	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	87.5	8	0	1	9	15	184	191	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	7	10	186	189	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	122	125	187	190	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	1	4	191	194	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	81	84	192	195	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	29	32	196	199	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	47	50	196	199	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/6:7123698-163847373,7123599-7123798	PD13419/6:7123698-163847373,163847273-163847472	100	4	0	0	197	200	196	199	100	8.5	PD13419/6:7123698-163847373	PD13419/6:7123698-163847373	+	+	PD13419	6	7123698	163847373
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	82.927	41	3	4	151	189	116	154	1.65e-06	34.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	88.235	17	2	0	155	171	77	93	0.013	21.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	84.211	19	1	2	156	174	77	93	0.17	17.7	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	91.667	12	1	0	166	177	82	93	0.17	17.7	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	91.667	12	1	0	169	180	82	93	0.17	17.7	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	86.667	15	1	1	167	181	124	137	0.6	15.9	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	84.615	13	2	0	145	157	20	32	2.2	14	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	90	10	1	0	32	41	20	29	2.2	14	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	90.909	11	0	1	34	43	52	62	2.2	14	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	90	10	1	0	172	181	82	91	2.2	14	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	7	0	0	159	165	87	93	2.2	14	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	7	0	0	78	84	114	120	2.2	14	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	85.714	14	0	2	159	171	131	143	2.2	14	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	7	0	0	120	126	152	158	2.2	14	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	7	0	0	152	158	193	199	2.2	14	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	88.889	9	1	0	150	158	24	32	7.8	12.2	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	83.333	12	2	0	155	166	36	47	7.8	12.2	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	6	0	0	34	39	64	69	7.8	12.2	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	6	0	0	92	97	97	102	7.8	12.2	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	6	0	0	55	60	101	106	7.8	12.2	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	88.889	9	1	0	18	26	103	111	7.8	12.2	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	6	0	0	106	111	122	127	7.8	12.2	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	6	0	0	79	84	131	136	7.8	12.2	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	83.333	12	2	0	151	162	132	143	7.8	12.2	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	6	0	0	153	158	141	146	7.8	12.2	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	6	0	0	58	63	161	166	7.8	12.2	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	6	0	0	106	111	175	180	7.8	12.2	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	140	144	1	5	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	106	110	5	9	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	148	152	17	21	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	59	63	25	29	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	80	84	26	30	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	31	35	27	31	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	106	110	43	47	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	88.889	9	0	1	113	120	51	59	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	139	143	56	60	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	61	65	67	71	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	78.571	14	3	0	98	111	79	92	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	114	118	79	83	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	142	146	88	92	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	71	75	101	105	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	81.818	11	2	0	31	41	109	119	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	133	137	111	115	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	31	35	117	121	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	87.5	8	1	0	27	34	124	131	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	79	83	125	129	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	87.5	8	1	0	139	146	126	133	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	37	41	126	130	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	59	63	126	130	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	80	84	127	131	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	151	155	127	131	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	142	146	134	138	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	21	25	138	142	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	156	160	143	147	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	37	41	162	166	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	37	41	163	167	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	59	63	163	167	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	80	84	164	168	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	151	155	164	168	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	161	165	177	181	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	164	168	177	181	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	167	171	177	181	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	170	174	177	181	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	173	177	177	181	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	176	180	177	181	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	67	71	181	185	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	81.818	11	2	0	25	35	187	197	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	157	161	190	194	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	5	0	0	114	118	191	195	28	10.4	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	85.714	7	1	0	18	24	1	7	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	29	32	1	4	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	57	60	1	4	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	32	35	3	6	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	153	156	3	6	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	15	18	6	9	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	185	188	7	10	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	85	88	10	13	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	190	193	13	16	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	110	113	16	19	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	88	91	17	20	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	126	129	17	20	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	187	190	17	20	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	142	145	20	23	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	160	163	20	23	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	163	166	20	23	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	166	169	20	23	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	169	172	20	23	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	172	175	20	23	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	175	178	20	23	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	178	181	20	23	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	185	188	21	24	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	80	83	25	28	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	106	109	31	34	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	83	86	33	36	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	34	37	39	42	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
PD13419/5:95967671-101658548,95967572-95967771	PD13419/5:95967671-101658548,101658448-101658647	100	4	0	0	21	24	42	45	100	8.5	PD13419/5:95967671-101658548	PD13419/5:95967671-101658548	+	+	PD13419	5	95967671	101658548
